STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,3.00K,34.7009,-80.7863,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,Roadway flooding at Springdale Road and Hillside Avenue.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,5.00K,34.2655,-81.624,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,County Sheriff reported several roads closed due to flooding including SC 395 at Glenn Street Extension...Hwy. 76 at Sweet Springs and Lever Road at Whitener Road.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,33.9969,-82.5238,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,County EM reported multiple road closures including Iron Bridge Road...New Hope Road and Hwy. 823 at Mt. Carmel.
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,3.00K,34.3431,-81.7265,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,Roadway flooding along Bush River Road in Newberry County.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.84,-82.92,Isolated thunderstorms developed across Upstate South Carolina during the evening. A couple of the storms produced brief severe weather in the form of damaging winds.,HAM radio operator reported several trees and power lines blown down near Salem.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.65,-82.86,Isolated thunderstorms developed across Upstate South Carolina during the evening. A couple of the storms produced brief severe weather in the form of damaging winds.,HAM radio operator reported several trees and power lines blown down on West Cherry Rd. A wind gust of 49 kts (56 mph) was measured by the ASOS at the nearby Clemson/Oconee County Airport around this time.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.54,-82.82,Isolated thunderstorms developed across Upstate South Carolina during the evening. A couple of the storms produced brief severe weather in the form of damaging winds.,Highway patrol reported multiple trees blown down east of Townville.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,3.00K,34.209,-81.9228,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,County Dispatch reported roadway closure due to flooding at Pineland Road at Herrington Drive.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,4.00K,34.3744,-81.0958,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,County Dispatch reported Washington Street at Moultrie Street was being closed due to flooding.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,15.00K,34.7394,-80.8402,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,Sheriff Dispatch reported several roads in the county are impassable to due high water. Portions of Kershaw-Camden Hwy...Shiloh Unity Road and Camp Creek Road were closed due to flooding.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.2408,-81.6284,Strong to Severe Thunderstorms produced wind damage along with heavy rainfall as cells trained over the same area.,County Sheriff reported two home evacuations due to flash flooding near Scott Creek on the south side of the town of Newberry.
SOUTH CAROLINA,45,2015,Flood,0,0,1,0,0.00K,34.72,-80.77,Rainfall amounts of 1.5 to 2.5 inches over the eastern Midlands and Upper Pee Dee region produced some urban and small stream flooding.  One person died when he tried to cross a flooding area with his pickup truck.  The truck went into the stream after it went off the shoulder which was washed out.,EM reported one fatality when a pickup truck tried to drive through a flooded area and the went onto the shoulder that was washed out. The truck went into the stream and when the driver tried to get out he was carried away.  The incident occurred around 630am.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,33.58,-80.38,An lone thunderstorm moved through Summerton and produced some strong winds and hail.,Public reported large limbs down and penny size hail 2 miles southwest of Summerton.
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,0.00K,34.02,-80.99,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,WLTX relayed video showing several inches of water covering Forest Drive near Beltline.
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,0.00K,34.03,-81,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Highway Patrol reported water covering North Beltline and Beechave...roads were temporarily closed.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,33.87,-81.51,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Highway Patrol reported trees down on Kestrel Drive and Fairview Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,33.18,-81.18,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Dispatch reported a couple of trees down in the Olar area including Hwy 64.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,33.35,-80.68,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Dispatch reported trees down in Bowman.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,33.4,-80.35,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,DOT reported a few trees down in the Eutawville area.
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,0.00K,34.02,-80.95,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,RCWINDS gage at Gills Creek near Forest Drive and I-77 showed 2.28 inches of rain between 605 pm and 635 pm.
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,0.00K,34.16,-80.9,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,COCORAHS observer SC-RC-62 reported 2.84 inches of rain in the Summit.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.28,-81.78,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Dispatch reported a couple of trees down near Belmont Church Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,14.00K,34.22,-81.72,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Dispatch reported multiple trees and powerlines down around the county from Chappells to Silverstreet to Prosperity.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,4.00K,33.94,-80.92,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Highway Patrol reported a couple of trees down in Columbia including Merrimac Drive and Chilhowie Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,4.00K,33.89,-81.5,A squall line of thunderstorms moved south through the Midlands and produced wind damage taking down trees and powerlines.,Highway Patrol reported trees down at Brodie Road and Yorkshire Ct. in Batesburg-Leesville.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,12.00K,34.34,-81.51,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,"SOCIAL MEDIA reported large trees down and tin roof off of a home was pulled back on Keitts Crossroads, SC Hwy 34, and U.S. 176."
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,34,-80.79,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Highway Patrol reported trees down on Leesburg Road and Harmon Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.50K,34.26,-80.47,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Dispatch reported a large tree down on Lucknow Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.50K,34.53,-81.25,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Highway Patrol reported a tree down on Lewis Store Road near Old Douglas Road near the community of Blackstock.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.28,-81.62,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Dispatch reported trees down on Evans Street and McDowell Street in Newberry.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,34,-80.82,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Highway Patrol reported trees down on Davis Road and Leesburg Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,10.00K,34.4,-81.29,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Highway Patrol reported numerous trees down on Highway 215 and many side roads in the northwest part of the county and around Blair.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,34.1,-80.88,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Highway Patrol reported trees down on Running Fox Road and Leaning Tree Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,8.00K,33.9,-80.88,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,DOT reported trees down from Hopkins to Eastover.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,12.00K,33.4292,-80.4968,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Electric Company reported several trees and powerlines down from south of Santee to south of Eutawville.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,33.16,-81.21,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Dispatch reported a couple of trees down on Crazy Horse Road near Olar.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,33.4033,-80.9167,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Highway Patrol reported trees down on Cordova Road and Wesley Grove Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,33.35,-81.21,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Highway Patrol reported trees down on U.S. 78 and Mt. Zion Road between Blackville and Denmark.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.50K,34.33,-81.49,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Dispatch reported a tree down on U.S. 176 at Big Pine Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.50K,34.32,-81.59,Scattered thunderstorms produced strong winds that took down trees and powerlines around the Midlands.,Dispatch reported a tree down on I-26 at MM 73.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,4.00K,34.17,-80.88,"A couple of isolated severe thunderstorms took down some trees and powerlines in Barnwell and Kershaw counties.  Also, a tree in Lexington county fell on a mobile home killing one occupant.",Electric company reported power outages in the Dentsville and eastern Ft. Jackson areas from trees on powerlines.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,8.00K,34.26,-80.61,"A couple of isolated severe thunderstorms took down some trees and powerlines in Barnwell and Kershaw counties.  Also, a tree in Lexington county fell on a mobile home killing one occupant.",Dispatch reported trees down from Camden to Bethune.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,4.00K,33.3113,-81.3369,"A couple of isolated severe thunderstorms took down some trees and powerlines in Barnwell and Kershaw counties.  Also, a tree in Lexington county fell on a mobile home killing one occupant.",Public reported several trees down along SC6-169 between Hwy 37 and Hwy 3 which is between Barnwell and Blackville.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,33.38,-81.104,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Highway Patrol reported trees down on Hwy 70 at the Edisto River.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,33.38,-81.3973,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Highway Patrol reported trees down at Williston Way and Deering Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,3.00K,34.36,-80.31,A few isolated thunderstorms produced some wind damage taking down trees.,Dispatch reported trees down on Old Stagecoach Road near the Chesterfield County line.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,5.00K,33.9875,-81.029,Heavy rainfall across the area produced flash flooding and flooding along area creeks and roadways.,USGS Gage along Rocky Branch Creek crested at 10.07 feet at 800 am. Flood stage is 7.2 feet. This resulted in the intersection of Main Street and Whaley Street to be closed.
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.9483,-81.1145,Heavy rainfall across the area produced flash flooding and flooding along area creeks and roadways.,Highway Patrol reported roadway flooding at John M. Hardee Expressway and Lexington Drive.
SOUTH CAROLINA,45,2015,Tornado,0,0,0,0,32.00K,34.1356,-80.1172,A long-lived and organized line of thunderstorms moved into the area from the west during the late afternoon and evening.  Thunderstorms were able to develop and blossom in the warm and increasingly unstable sector ahead of a cold front. Shear values were also notably high.,"A National Weather Service Storm Survey team found evidence of an EF-0 tornado with winds to 75 mph. Two chicken houses were damaged and one other was partially destroyed off of U.S. Highway 401 near the intersection of Lynches River Road. A  trailer near U.S. Highway 401 and West Lynches River Road sustained damage to its underpinning.  Two disease ridden trees alongside the trailer were snapped.  The tornado crossed U.S. Highway 401 knocking down numerous trees. The tornado knocked down more trees which in turn toppled a nearby power pole and power line as it crossed West Lynches Road and lifted. A piece of sheet metal from a chicken house was found 1.75 miles away, in a field off of Hudson Street."
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,10.00K,34.1941,-80.0832,A long-lived and organized line of thunderstorms moved into the area from the west during the late afternoon and evening.  Thunderstorms were able to develop and blossom in the warm and increasingly unstable sector ahead of a cold front. Shear values were also notably high.,A National Weather Service Storm Survey team observed minor roof and shingle damage to a house and shed on Newman Swamp Road. Multiple small trees were also blown over at this location.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,14.00K,33.42,-81.7,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,Aiken Electric reported trees and powerlines down causing outages in the New Ellenton area. A woman also reported that a microburst moved her motor home 4 feet causing some damage and that there were trees and powerlines down.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,85.00K,34.6304,-80.6774,A few severe storms produced wind damage to structures and trees in Lancaster and Aiken counties.,"EM reported trees and powerlines down, several homes damaged, one with the roof torn off part of the backside of the home, several outbuildings and a turkey barn were badly damaged, and a chain link fence was blown down."
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.1847,-79.4233,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reported down.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.50K,32.71,-81.23,Strong to severe thunderstorms developed within a warm and moist airmass as a backdoor cold front shifted over southeast South Carolina.,Law enforcement reported a tree down across Steep Bottom Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.63,-80.88,Strong to severe thunderstorms developed within a warm and moist airmass as a backdoor cold front shifted over southeast South Carolina.,One tree and power line were reported down along Interstate 95 near Point South and one tree was also reported down on Pocotaligo Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.1,-81.25,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The South Carolina Highway Patrol reported a tree down on Wells Branch Road one mile off of Highway 301.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,35.01,-80.94,Scattered thunderstorms developed during the afternoon across northern portions of the Upstate. A series of storms organized into a cluster across Spartanburg County and produced localized severe weather.,County comms reported a tree blown down on a home on E Gregg St and another tree down at Springs St and Hill St. Power lines were also blow down in the area.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.01,-81.31,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The Allendale County 911 Call Center reported trees down on Rayzor Road near Route 301.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.69,-81.24,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The Hampton County 911 Call Center reported multiple trees down on Highway 321 between Estill and Garnett.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,34.91,-82.95,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.",Law enforcement reported quarter size hail in the Boones Creek community.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.15,-81.05,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The South Carolina Highway Patrol reported a tree down and in the roadway near the intersection of Highway 315 and Highway 17.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.17,-81.03,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The South Carolina Highway Patrol reported a tree down and in the roadway on Okatie Highway in the Bellinger Hill area.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.93,-81.19,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The Hampton County 911 Call Center reported multiple trees down in Brunson.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,33.8244,-79.5004,Convection organized into a line just upstream and moved from west to east across the forecast area. Portions of the line occasionally bowed out. The thunderstorms moved into an environment where there was a great deal of dry air in the mid-levels. Downdraft CAPE values were high and soundings showed a pronounced inverted-V signature.,A tree was reportedly down along Highway 341. The time was estimated based on radar data.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.83,-83.03,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.",Public reported multiple trees blown down in the area around Lecroy Rd and Falcons Dr.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.55,-82.78,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.",County comms reported a tree blown down on I-85 in northwest Anderson County and another tree down on Phillips Rd.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.8,-82.85,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.",HAM radio operator reported trees blown down near the intersection of Stewart Rd and Dan Ross Rd.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,34.56,-82.9,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.",Public reported nickel size hail near Townville.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.62,-81.19,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The South Carolina Highway Patrol reported a tree down and in the roadway in the 300 block of Tye Branch Spur near Lee Lawyer Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.22,-81.05,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,A trained spotter reported a tree down near the intersection of Route 170 and Route 17.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.23,-80.98,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,One tree was snapped off and partially in the roadway on New Riverside Drive about 1 mile south of the May River Road and Highway 170 traffic circle.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.28,-80.92,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The public reported a tree down and porch furniture blown across the yard in the 20 block of Saint Simons Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.75,-81.04,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,The Hampton County 911 Call Center reported a tree down on Highway 278 near Jasper County.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,14.00K,34.2858,-80.1905,Scattered thunderstorms produced wind damage around the Midlands and Pee Dee regions taking down trees and powerlines.,"EM reported a couple of trees down on Hebron Church Road and Una Road, two of which fell on some out buildings and a car port."
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,15.00K,34.2,-82.2,"Widely scattered thunderstorms developed across the mountains and foothills during the late afternoon and early evening. A couple of storms produced localized large hail and damaging winds across Oconee and Anderson Counties. Some of the storms moved into the lower Piedmont late in the evening, producing urban and small stream flash flooding in the Greenwood area.","County comms and the public reported severe urban and small stream flash flooding developed in Greenwood after 2 to 3 inches of rain fell in less than two hours. The bridge over Sample Branch on Dry Branch Ct was flooded. Sweetwater Rd was covered with water when Brightmans Creek overflowed its banks. Urban flooding was reported on the Highway 72 Bypass and in a couple of spots on Main St S. In addition to the flooding, the heavy rain caused about a dozen trees to fall throughout the city, with one tree falling on a vehicle and another on a home."
