ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y
28,1,0,1,1,28.750000000000000,28.750000000000000,139.070000000000000,1,529259.303046532000000,181047.418166479000000
29,0,0,0,1,24.740000000000000,24.740000000000000,142.150000000000000,0,529256.738449611000000,181050.621930234000000
30,6,0,6,1,19.830000000000000,19.830000000000000,145.930000000000000,1,529253.705442492000000,181054.808692551000000
31,0,0,0,1,15.770000000000000,15.770000000000000,149.170000000000000,0,529251.215027877000000,181058.582865930000000
32,0,0,0,1,12.430000000000000,12.430000000000000,152.100000000000000,0,529249.082729183000000,181062.224018110000000
33,0,0,0,1,9.880000000000000,9.880000000000000,154.720000000000000,0,529246.982944500000000,181064.586827149000000
34,0,0,0,1,9.990000000000000,9.990000000000000,170.850000000000000,0,529233.152429267000000,181074.894861469000000
35,0,0,0,1,11.830000000000000,11.830000000000000,167.330000000000000,0,529237.695899388000000,181077.568743454000000
36,0,0,0,1,14.860000000000000,14.860000000000000,163.230000000000000,0,529242.700549398000000,181079.543707717000000
37,0,0,0,1,18.610000000000000,18.610000000000000,159.790000000000000,0,529247.084823081000000,181081.502899405000000
38,0,0,0,1,23.950000000000000,23.950000000000000,155.580000000000000,0,529252.606763498000000,181084.059550109000000
39,0,0,0,1,18.740000000000000,18.740000000000000,151.490000000000000,0,529257.710864355000000,181085.610668726000000
40,0,0,0,1,13.190000000000000,13.190000000000000,147.170000000000000,0,529263.420882890000000,181087.745724922000000
41,0,0,0,1,8.950000000000000,8.950000000000000,143.160000000000000,0,529269.966559750000000,181091.891866005000000
42,1,0,1,1,34.020000000000000,34.020000000000000,116.110000000000000,1,529283.745033823000000,181052.495190588000000
43,2,0,2,1,37.760000000000000,37.760000000000000,113.230000000000000,1,529285.933536879000000,181049.178608033000000
44,0,0,0,1,42.870000000000000,42.870000000000000,109.920000000000000,0,529288.381021426000000,181044.543799554000000
45,0,0,0,1,33.470000000000000,33.470000000000000,107.410000000000000,0,529290.413208482000000,181041.464117518000000
46,2,0,2,1,17.610000000000000,17.610000000000000,103.340000000000000,1,529293.836759739000000,181013.750041849000000
47,0,0,0,1,12.330000000000000,12.330000000000000,97.730000000000000,0,529299.160767631000000,181017.059538302000000
48,2,0,2,1,10.930000000000000,10.930000000000000,95.190000000000000,1,529302.805257034000000,181008.588061844000000
49,0,0,0,1,12.850000000000000,12.850000000000000,93.690000000000000,0,529305.250022095000000,181004.074664165000000
50,0,0,0,1,16.210000000000000,16.210000000000000,92.150000000000000,0,529308.024076001000000,180999.517052727000000
51,2,0,2,1,20.160000000000000,20.160000000000000,90.750000000000000,1,529310.857037594000000,180995.223907002000000
52,5,0,5,1,26.480000000000000,26.480000000000000,91.130000000000000,1,529312.894840423000000,180988.943960828000000
53,3,0,3,1,20.490000000000000,20.490000000000000,90.350000000000000,1,529316.167960600000000,180983.832560642000000
54,0,0,0,1,23.070000000000000,23.070000000000000,90.530000000000000,0,529323.858000087000000,180971.120236640000000
55,1,0,1,1,25.690000000000000,25.690000000000000,91.600000000000000,1,529325.528596678000000,180967.227380768000000
56,0,0,0,1,29.240000000000000,29.240000000000000,92.650000000000000,0,529328.302948057000000,180962.418124795000000
57,1,0,1,1,33.950000000000000,33.950000000000000,95.680000000000000,1,529328.921838735000000,180957.396604035000000
58,1,0,1,1,43.160000000000000,31.660000000000000,97.510000000000000,1,529337.623624738000000,180947.386094615000000
59,2,0,2,1,34.540000000000000,37.330000000000000,39.850000000000000,1,529370.597222017000000,180994.820113204000000
60,1,1,2,1,29.470000000000000,29.470000000000000,45.170000000000000,1,529365.757448198000000,180992.020863800000000
61,0,0,0,1,24.460000000000000,24.460000000000000,49.750000000000000,0,529360.787478151000000,180990.477623099000000
62,3,0,3,1,21.060000000000000,21.060000000000000,54.630000000000000,1,529357.137592642000000,180987.236425652000000
63,2,0,2,1,15.960000000000000,15.960000000000000,59.960000000000000,1,529351.484519512000000,180985.518392501000000
64,3,0,3,1,12.180000000000000,12.180000000000000,64.320000000000000,1,529346.801003147000000,180984.297286221000000
65,1,0,1,1,10.490000000000000,10.490000000000000,70.410000000000000,1,529341.376267080000000,180981.325758388000000
66,3,0,3,1,12.950000000000000,12.950000000000000,76.360000000000000,1,529336.756800416000000,180977.587656490000000
67,0,0,0,1,19.700000000000000,19.700000000000000,77.220000000000000,0,529341.039550911000000,180971.400062488000000
68,2,0,2,1,24.290000000000000,24.290000000000000,78.770000000000000,1,529343.110798095000000,180967.202578978000000
69,3,0,3,1,56.310000000000000,56.310000000000000,58.650000000000000,1,529341.974925542000000,181046.540078415000000
70,1,0,1,1,50.890000000000000,50.890000000000000,53.990000000000000,1,529344.871995219000000,181040.685218040000000
71,0,0,0,1,46.140000000000000,46.140000000000000,50.000000000000000,0,529347.599882769000000,181035.261104214000000
72,0,0,0,1,42.520000000000000,42.520000000000000,45.630000000000000,0,529351.228824430000000,181030.348240527000000
73,1,0,1,1,37.580000000000000,37.580000000000000,42.810000000000000,1,529353.756303335000000,181023.820320134000000
74,0,0,0,1,35.930000000000000,35.930000000000000,36.750000000000000,0,529360.711322808000000,181016.916783427000000
75,0,0,0,1,11.560000000000000,11.560000000000000,72.880000000000000,0,529328.489353542000000,180999.005683031000000
76,0,0,0,1,11.790000000000000,11.790000000000000,67.290000000000000,0,529333.365933529000000,181001.937593387000000
77,2,0,2,1,15.200000000000000,15.200000000000000,61.490000000000000,1,529338.223878858000000,181005.601506692000000
78,0,0,0,1,17.610000000000000,17.610000000000000,56.580000000000000,0,529342.991671071000000,181006.821556153000000
79,1,0,1,1,25.200000000000000,25.200000000000000,48.230000000000000,1,529350.260691369000000,181011.523475284000000
80,1,0,1,1,31.370000000000000,31.370000000000000,41.460000000000000,1,529356.428227444000000,181014.610345306000000
81,0,0,0,1,25.790000000000000,25.790000000000000,90.700000000000000,0,529307.239648198000000,181040.826274679000000
82,4,0,4,1,19.720000000000000,19.720000000000000,87.150000000000000,1,529309.976807317000000,181035.036142166000000
83,0,0,0,1,14.920000000000000,14.920000000000000,83.950000000000000,0,529312.765260609000000,181030.223945633000000
84,3,0,3,1,11.070000000000000,11.070000000000000,80.550000000000000,1,529316.010453972000000,181025.423372395000000
85,2,0,2,1,8.320000000000000,8.320000000000000,78.580000000000000,1,529318.123127713000000,181020.227746887000000
86,2,0,2,1,8.110000000000000,8.110000000000000,77.720000000000000,1,529319.471474409000000,181015.134751652000000
87,1,0,1,1,12.390000000000000,12.390000000000000,75.490000000000000,1,529322.570646446000000,181010.086309012000000
88,4,0,4,1,16.480000000000000,16.480000000000000,74.860000000000000,1,529324.369527497000000,181005.248936849000000
89,0,0,0,1,12.470000000000000,12.470000000000000,74.290000000000000,0,529327.046122918000000,180998.846877627000000
90,4,0,4,1,39.890000000000000,39.890000000000000,114.300000000000000,1,529283.639252975000000,181007.386684352000000
91,3,0,3,1,23.430000000000000,23.430000000000000,109.060000000000000,1,529288.518952332000000,181010.196551688000000
92,0,0,0,0,283.230000000000000,51.720000000000000,442.990000000000000,0,528996.140463365000000,181214.414173717000000
93,0,0,0,0,277.550000000000000,46.510000000000000,437.450000000000000,0,529000.488296311000000,181210.630540467000000
94,0,0,0,0,266.860000000000000,34.830000000000000,427.400000000000000,0,529006.918860110000000,181200.572031408000000
95,0,0,0,0,270.700000000000000,41.830000000000000,430.530000000000000,0,529006.834797495000000,181207.871148837000000
96,0,0,0,0,262.700000000000000,28.740000000000000,423.730000000000000,0,529008.285179150000000,181194.603465829000000
97,0,0,0,0,257.430000000000000,20.300000000000000,419.150000000000000,0,529009.616193419000000,181186.038003786000000
98,0,0,0,0,252.480000000000000,13.220000000000000,414.680000000000000,0,529011.614227528000000,181179.111975784000000
99,0,0,0,0,248.260000000000000,6.960000000000000,410.910000000000000,0,529013.001138156000000,181172.332683828000000
100,0,0,0,0,255.880000000000000,14.280000000000000,418.610000000000000,0,529005.558200313000000,181174.415235691000000
101,0,0,0,0,242.240000000000000,16.590000000000000,406.340000000000000,0,529008.959387145000000,181146.878630988000000
102,0,0,0,0,233.480000000000000,10.320000000000000,397.360000000000000,0,529019.068504955000000,181148.986158577000000
103,0,0,0,0,229.820000000000000,18.210000000000000,393.990000000000000,0,529020.078303986000000,181141.052979442000000
104,0,0,0,0,211.580000000000000,19.020000000000000,376.070000000000000,0,529031.058960194000000,181113.383367716000000
105,0,0,0,0,208.890000000000000,15.170000000000000,373.270000000000000,0,529032.382139157000000,181106.753768437000000
106,0,0,0,0,203.930000000000000,11.510000000000000,368.140000000000000,0,529036.138346136000000,181099.815768294000000
107,0,0,0,0,188.670000000000000,27.230000000000000,351.500000000000000,0,529048.814977361000000,181076.041121623000000
108,0,0,0,0,185.170000000000000,15.550000000000000,347.100000000000000,0,529052.032932722000000,181066.883429552000000
109,0,0,0,0,181.410000000000000,11.570000000000000,343.080000000000000,0,529055.799379871000000,181064.504234119000000
110,0,0,0,0,179.010000000000000,9.980000000000000,340.130000000000000,0,529058.278650166000000,181060.112480195000000
111,0,0,0,0,170.820000000000000,22.890000000000000,328.880000000000000,0,529068.122205239000000,181041.388681800000000
112,0,0,0,0,167.540000000000000,25.480000000000000,325.120000000000000,0,529071.781611409000000,181039.171768166000000
113,0,0,0,0,166.140000000000000,30.730000000000000,322.660000000000000,0,529074.067710661000000,181034.280146691000000
114,0,0,0,0,164.230000000000000,36.850000000000000,319.420000000000000,0,529077.193602441000000,181028.749897720000000
115,0,0,0,0,162.540000000000000,30.410000000000000,316.280000000000000,0,529080.319500696000000,181023.219650608000000
116,0,0,0,0,161.630000000000000,24.690000000000000,313.750000000000000,0,529082.935193871000000,181017.511456760000000
117,0,0,0,0,160.830000000000000,18.540000000000000,310.930000000000000,0,529085.983352824000000,181010.989301473000000
118,0,0,0,0,158.870000000000000,13.220000000000000,307.350000000000000,0,529089.804302592000000,181006.466650592000000
119,0,0,0,0,158.840000000000000,9.870000000000000,304.810000000000000,0,529092.865040936000000,180999.449850081000000
120,0,0,0,0,163.150000000000000,13.460000000000000,294.840000000000000,0,529107.595804276000000,180966.661169059000000
121,0,0,0,0,164.540000000000000,20.710000000000000,289.460000000000000,0,529115.827617992000000,180954.661075299000000
122,0,0,0,0,168.870000000000000,33.780000000000000,286.430000000000000,0,529122.537193351000000,180941.797370856000000
123,0,0,0,0,169.960000000000000,39.820000000000000,283.880000000000000,0,529126.893578676000000,180936.463401149000000
124,0,0,0,0,172.440000000000000,47.530000000000000,282.850000000000000,0,529129.920889915000000,180930.765686520000000
125,0,0,0,0,174.360000000000000,53.520000000000000,280.670000000000000,0,529134.392742190000000,180924.939687954000000
126,0,0,0,0,178.210000000000000,61.970000000000000,279.240000000000000,0,529139.124833544000000,180916.975442168000000
127,0,0,0,0,181.520000000000000,67.250000000000000,279.610000000000000,0,529140.900825257000000,180911.905895687000000
128,0,0,0,0,184.580000000000000,44.600000000000000,278.080000000000000,0,529145.488157309000000,180905.587871719000000
129,0,0,0,0,188.060000000000000,38.820000000000000,277.990000000000000,0,529148.305551367000000,180900.049822050000000
130,0,0,0,0,191.820000000000000,33.450000000000000,278.310000000000000,0,529150.814303963000000,180894.503930574000000
131,0,0,0,0,242.960000000000000,34.560000000000000,400.070000000000000,0,529042.205078583000000,181210.669641002000000
132,0,0,0,0,240.170000000000000,31.060000000000000,397.690000000000000,0,529043.017322460000000,181207.060498593000000
133,0,0,0,0,237.030000000000000,28.100000000000000,394.850000000000000,0,529044.541326277000000,181203.799409187000000
134,0,0,0,0,234.880000000000000,22.670000000000000,393.460000000000000,0,529043.440794110000000,181198.491800717000000
135,0,0,0,0,230.160000000000000,18.650000000000000,389.170000000000000,0,529045.829680561000000,181193.602779361000000
136,0,0,0,0,220.630000000000000,9.580000000000000,381.170000000000000,0,529048.045726818000000,181179.304971400000000
137,0,0,0,0,216.440000000000000,11.020000000000000,377.470000000000000,0,529049.727049812000000,181173.903015383000000
138,0,0,0,0,212.590000000000000,17.710000000000000,374.130000000000000,0,529051.001055797000000,181168.325726769000000
139,0,0,0,0,208.760000000000000,13.140000000000000,370.810000000000000,0,529052.180561521000000,181162.416059721000000
140,0,0,0,0,204.220000000000000,11.220000000000000,366.730000000000000,0,529054.187273365000000,181156.362410266000000
141,0,0,0,0,189.060000000000000,8.820000000000000,353.000000000000000,0,529060.542998542000000,181133.095315573000000
142,0,0,0,0,184.300000000000000,15.970000000000000,348.520000000000000,0,529062.990552558000000,181125.897938507000000
143,0,0,0,0,180.240000000000000,21.310000000000000,344.590000000000000,0,529065.589430733000000,181120.849268464000000
144,0,0,0,0,176.760000000000000,26.680000000000000,341.210000000000000,0,529067.673924247000000,181115.787535567000000
145,0,0,0,0,171.870000000000000,33.500000000000000,336.380000000000000,0,529071.022271551000000,181109.602976313000000
146,0,0,0,0,167.930000000000000,29.860000000000000,332.430000000000000,0,529073.732418785000000,181104.227156985000000
147,0,0,0,0,163.830000000000000,24.250000000000000,328.250000000000000,0,529076.751206187000000,181098.859178044000000
148,0,0,0,0,159.660000000000000,17.990000000000000,323.900000000000000,0,529079.795127351000000,181092.501902290000000
149,0,0,0,0,156.590000000000000,13.380000000000000,320.600000000000000,0,529082.089589963000000,181087.280518133000000
150,0,0,0,0,154.040000000000000,10.720000000000000,317.810000000000000,0,529084.148983235000000,181083.208090295000000
151,0,0,0,0,150.720000000000000,9.000000000000000,314.100000000000000,0,529086.962035512000000,181077.834890925000000
152,0,0,0,0,141.040000000000000,10.220000000000000,302.340000000000000,0,529096.270331048000000,181059.922494971000000
153,0,0,0,0,137.810000000000000,15.880000000000000,298.010000000000000,0,529099.935760759000000,181053.416028122000000
154,0,0,0,0,134.750000000000000,22.960000000000000,293.570000000000000,0,529103.815335363000000,181046.585024741000000
155,0,0,0,0,132.010000000000000,31.780000000000000,288.860000000000000,0,529108.037068622000000,181038.442800492000000
156,0,0,0,0,129.370000000000000,31.350000000000000,284.350000000000000,0,529112.319805103000000,181031.952024006000000
157,0,0,0,0,128.450000000000000,26.130000000000000,281.890000000000000,0,529114.708826605000000,181027.063033900000000
158,0,0,0,0,126.720000000000000,18.610000000000000,277.520000000000000,0,529119.115405931000000,181019.750461372000000
159,0,0,0,0,126.490000000000000,12.810000000000000,274.780000000000000,0,529122.056541818000000,181013.390596230000000
160,0,0,0,0,126.330000000000000,9.370000000000000,272.070000000000000,0,529125.087996818000000,181007.527995854000000
161,0,0,0,0,125.990000000000000,17.540000000000000,265.730000000000000,0,529132.492560852000000,180995.671900366000000
162,0,0,0,0,126.390000000000000,13.890000000000000,263.690000000000000,0,529135.074808950000000,180991.282796865000000
163,0,0,0,0,127.040000000000000,11.190000000000000,261.050000000000000,0,529138.509433616000000,180985.760426935000000
164,0,0,0,0,128.330000000000000,12.530000000000000,258.040000000000000,0,529142.697748882000000,180978.937294909000000
165,0,0,0,0,130.090000000000000,15.150000000000000,256.900000000000000,0,529144.773989349000000,180974.205358619000000
166,0,0,0,0,131.510000000000000,19.750000000000000,254.970000000000000,0,529147.780351493000000,180969.332069594000000
167,0,0,0,0,134.110000000000000,24.890000000000000,253.840000000000000,0,529150.293264466000000,180963.621294830000000
168,0,0,0,0,135.910000000000000,30.870000000000000,251.740000000000000,0,529153.822423540000000,180958.431315441000000
169,0,0,0,0,138.750000000000000,37.130000000000000,250.350000000000000,0,529156.956825696000000,180952.571347955000000
170,0,0,0,0,141.260000000000000,34.980000000000000,248.700000000000000,0,529160.387307690000000,180947.213875362000000
171,0,0,0,0,143.920000000000000,33.880000000000000,247.240000000000000,0,529163.710724697000000,180942.018673335000000
172,0,0,0,0,147.720000000000000,34.710000000000000,246.590000000000000,0,529166.643574740000000,180935.988599172000000
173,0,0,0,0,152.170000000000000,36.740000000000000,245.170000000000000,0,529171.153182466000000,180928.678685055000000
174,0,0,0,0,198.500000000000000,22.340000000000000,277.570000000000000,0,529157.568258902000000,180883.951247630000000
175,0,0,0,0,203.570000000000000,17.070000000000000,278.170000000000000,0,529161.143568712000000,180876.947559672000000
176,0,0,0,0,157.570000000000000,45.240000000000000,243.790000000000000,0,529176.408120905000000,180920.397781347000000
177,0,0,0,0,162.420000000000000,38.720000000000000,243.760000000000000,0,529179.662215977000000,180913.880910265000000
178,0,0,0,0,165.830000000000000,31.790000000000000,243.010000000000000,0,529183.080172729000000,180909.018101564000000
179,0,0,0,0,169.390000000000000,27.090000000000000,243.430000000000000,0,529185.045211178000000,180904.613332096000000
180,0,0,0,0,177.190000000000000,16.840000000000000,243.380000000000000,0,529191.062284758000000,180894.701918850000000
181,0,0,0,0,216.910000000000000,9.930000000000000,278.490000000000000,0,529173.452825212000000,180858.451593380000000
182,0,0,0,0,223.900000000000000,18.150000000000000,286.820000000000000,0,529166.998207281000000,180853.172871855000000
183,0,0,0,0,219.650000000000000,13.180000000000000,281.810000000000000,0,529170.828150138000000,180856.405011030000000
184,0,0,0,0,135.910000000000000,9.310000000000000,245.000000000000000,0,529198.517451388000000,180880.867320269000000
185,0,0,0,0,171.180000000000000,13.900000000000000,279.540000000000000,0,529176.480230332000000,180852.753905559000000
186,0,0,0,0,173.580000000000000,19.930000000000000,281.230000000000000,0,529179.421521889000000,180846.394072456000000
187,0,0,0,0,175.040000000000000,25.890000000000000,281.870000000000000,0,529183.374891790000000,180840.719923674000000
188,0,0,0,0,178.030000000000000,33.240000000000000,283.890000000000000,0,529186.740305889000000,180833.875905972000000
189,0,0,0,0,180.460000000000000,28.200000000000000,285.290000000000000,0,529190.603382769000000,180827.704498488000000
190,0,0,0,0,182.750000000000000,29.580000000000000,286.510000000000000,0,529194.453894731000000,180822.027742831000000
191,0,0,0,0,136.890000000000000,13.460000000000000,245.190000000000000,0,529202.787850770000000,180874.871266585000000
192,0,0,0,0,137.810000000000000,17.240000000000000,245.510000000000000,0,529205.460523093000000,180870.979462174000000
193,0,0,0,0,138.780000000000000,21.870000000000000,245.780000000000000,0,529208.446040164000000,180866.930622890000000
194,0,0,0,0,140.660000000000000,15.810000000000000,246.580000000000000,0,529212.296545847000000,180861.253880605000000
195,0,0,0,0,142.880000000000000,11.200000000000000,247.860000000000000,0,529214.994384215000000,180856.372783055000000
196,0,0,0,0,145.450000000000000,7.930000000000000,249.260000000000000,0,529218.326295852000000,180850.847849600000000
197,0,0,0,0,148.470000000000000,9.800000000000000,250.840000000000000,0,529222.292284000000000,180844.679081451000000
198,0,0,0,0,186.570000000000000,34.120000000000000,288.690000000000000,0,529199.914738787000000,180813.752092924000000
199,0,0,0,0,189.190000000000000,37.520000000000000,290.560000000000000,0,529201.772747666000000,180809.509597295000000
200,0,0,0,0,155.830000000000000,20.620000000000000,255.400000000000000,0,529228.672647610000000,180832.632080001000000
201,0,0,0,0,158.440000000000000,26.750000000000000,256.550000000000000,0,529232.605120966000000,180827.782383546000000
202,0,0,0,0,162.150000000000000,34.370000000000000,258.390000000000000,0,529237.291330471000000,180821.631939275000000
203,0,0,0,0,194.250000000000000,45.840000000000000,293.430000000000000,0,529208.608837887000000,180799.784010403000000
204,0,0,0,0,197.140000000000000,50.550000000000000,295.230000000000000,0,529211.718239106000000,180794.913373382000000
205,0,0,0,0,200.990000000000000,38.780000000000000,297.900000000000000,0,529214.642836507000000,180789.213091900000000
206,0,0,0,0,202.220000000000000,33.680000000000000,297.910000000000000,0,529219.052021713000000,180785.860410269000000
207,0,0,0,0,207.820000000000000,26.100000000000000,302.170000000000000,0,529221.705706927000000,180778.668338552000000
208,0,0,0,0,209.560000000000000,21.670000000000000,302.880000000000000,0,529225.081864894000000,180775.454386747000000
209,0,0,0,0,215.270000000000000,12.600000000000000,306.740000000000000,0,529229.810032759000000,180767.655105630000000
210,0,0,0,0,165.290000000000000,45.570000000000000,260.370000000000000,0,529239.770865490000000,180817.240271072000000
211,0,0,0,0,167.330000000000000,41.000000000000000,261.080000000000000,0,529243.361165324000000,180813.701797931000000
212,0,0,0,0,171.790000000000000,34.970000000000000,264.210000000000000,0,529245.767175592000000,180808.153335420000000
213,0,0,0,0,174.610000000000000,30.410000000000000,265.800000000000000,0,529248.645681933000000,180804.266785679000000
214,0,0,0,0,178.840000000000000,24.700000000000000,268.670000000000000,0,529251.351968781000000,180799.055940844000000
215,0,0,0,0,181.850000000000000,20.170000000000000,270.280000000000000,0,529254.749099754000000,180795.017593710000000
216,0,0,0,0,185.020000000000000,15.980000000000000,271.900000000000000,0,529258.561967551000000,180790.824832134000000
217,0,0,0,0,189.360000000000000,11.510000000000000,274.470000000000000,0,529262.712849735000000,180785.485742565000000
218,0,0,0,0,192.650000000000000,7.300000000000000,276.540000000000000,0,529265.488496344000000,180781.596585416000000
219,0,0,0,0,227.330000000000000,6.270000000000000,314.040000000000000,0,529243.308287710000000,180751.004408028000000
220,0,0,0,0,223.260000000000000,7.810000000000000,314.310000000000000,0,529227.949370971000000,180759.853286432000000
221,0,0,0,0,232.610000000000000,11.440000000000000,318.180000000000000,0,529245.726901575000000,180744.961296622000000
222,0,0,0,0,236.940000000000000,18.000000000000000,321.070000000000000,0,529249.672032865000000,180739.616963750000000
223,0,0,0,0,241.370000000000000,24.020000000000000,324.260000000000000,0,529252.892779218000000,180734.419201600000000
224,0,0,0,0,246.520000000000000,30.610000000000000,328.120000000000000,0,529256.130304599000000,180728.561909598000000
225,0,0,0,0,257.560000000000000,31.190000000000000,336.410000000000000,0,529263.342352603000000,180716.206116314000000
226,0,0,0,0,262.400000000000000,24.870000000000000,340.010000000000000,0,529266.773092353000000,180710.848713040000000
227,0,0,0,0,266.620000000000000,18.880000000000000,342.970000000000000,0,529270.495723454000000,180706.158694184000000
228,0,0,0,0,204.720000000000000,6.960000000000000,284.870000000000000,0,529273.655822675000000,180768.110176464000000
229,0,0,0,0,207.820000000000000,11.710000000000000,286.600000000000000,0,529277.143294370000000,180764.569109638000000
230,0,0,0,0,213.170000000000000,17.690000000000000,290.520000000000000,0,529280.273752246000000,180758.874098646000000
231,0,0,0,0,217.660000000000000,23.960000000000000,293.400000000000000,0,529284.309214078000000,180754.027058046000000
232,0,0,0,0,223.190000000000000,31.320000000000000,297.100000000000000,0,529288.884276081000000,180748.203808752000000
233,0,0,0,0,229.840000000000000,42.420000000000000,301.970000000000000,0,529293.175858033000000,180741.383413957000000
234,0,0,0,0,237.030000000000000,32.120000000000000,307.130000000000000,0,529298.406006076000000,180734.091930105000000
235,0,0,0,0,243.530000000000000,24.950000000000000,311.900000000000000,0,529302.894994089000000,180727.606543898000000
236,0,0,0,0,249.770000000000000,18.620000000000000,316.770000000000000,0,529306.449629703000000,180721.427369544000000
237,0,0,0,0,255.070000000000000,13.940000000000000,320.900000000000000,0,529309.567559762000000,180716.227024826000000
238,0,0,0,0,260.420000000000000,13.070000000000000,324.780000000000000,0,529313.817244004000000,180711.055476289000000
239,0,0,0,0,265.640000000000000,7.900000000000000,328.830000000000000,0,529317.136764892000000,180706.025254363000000
240,0,0,0,0,279.030000000000000,7.620000000000000,338.870000000000000,0,529327.238207113000000,180693.413080976000000
241,0,0,0,0,279.830000000000000,13.110000000000000,337.920000000000000,0,529333.008245214000000,180693.229923260000000
242,0,0,0,0,279.400000000000000,21.860000000000000,334.960000000000000,0,529341.205602562000000,180694.758438182000000
243,0,0,0,0,261.130000000000000,15.200000000000000,321.980000000000000,0,529325.036033940000000,180711.175932626000000
244,0,0,0,0,261.490000000000000,16.440000000000000,318.770000000000000,0,529336.130959417000000,180712.118210258000000
245,0,0,0,0,254.720000000000000,14.300000000000000,310.920000000000000,0,529339.547357174000000,180719.464694932000000
246,0,0,0,0,282.880000000000000,21.190000000000000,329.230000000000000,0,529369.873171873000000,180696.972951045000000
247,0,0,0,0,285.250000000000000,21.180000000000000,328.960000000000000,0,529377.910909548000000,180696.682575761000000
248,0,0,0,0,276.430000000000000,5.900000000000000,307.820000000000000,0,529380.567347052000000,180717.703894907000000
249,0,0,0,0,251.900000000000000,10.570000000000000,300.660000000000000,0,529360.676901756000000,180726.602024341000000
250,0,0,0,0,250.220000000000000,19.210000000000000,307.600000000000000,0,529336.150110082000000,180723.502986799000000
251,0,0,0,0,245.010000000000000,25.330000000000000,303.890000000000000,0,529331.912998819000000,180728.179868142000000
252,0,0,0,0,239.290000000000000,37.790000000000000,299.340000000000000,0,529328.790856306000000,180733.545082413000000
253,0,0,0,0,234.890000000000000,41.170000000000000,296.230000000000000,0,529325.290741051000000,180737.580763347000000
254,0,0,0,0,228.680000000000000,45.540000000000000,291.560000000000000,0,529321.332940482000000,180743.419687585000000
255,0,0,0,0,224.480000000000000,45.890000000000000,288.970000000000000,0,529317.116834637000000,180747.272166226000000
256,0,0,0,0,220.560000000000000,48.880000000000000,286.270000000000000,0,529314.036669367000000,180750.988559861000000
